model,price,transmission,mileage,fuelType,tax,mpg,engineSize,carAge
8,10.100902955277606,1,3578,0,145,47.9,1.6,1
5,10.413162514544723,2,4196,0,145,47.9,2.0,1
0,9.546455401949554,1,32065,2,30,55.4,1.4,5
7,10.274878680310541,2,15072,0,200,47.1,3.0,3
9,9.710509415553645,1,50286,0,145,61.4,2.0,3
9,10.085600754292345,2,25667,2,145,40.4,2.0,3
11,10.491135318903403,2,33165,0,200,47.9,3.0,3
8,9.90323752128092,1,27078,2,125,50.4,1.4,3
8,9.90323752128092,1,29874,2,125,50.4,1.4,3
10,9.99857043378282,2,28977,0,200,47.1,2.0,5
9,9.99857043378282,2,28526,0,160,50.4,2.0,4
9,10.043032079974024,1,14068,0,145,54.3,2.0,3
2,9.85166780380633,1,6321,2,145,50.4,2.0,2
7,10.621083413498383,2,4440,2,145,37.7,3.0,2
2,10.085600754292345,1,2085,0,145,51.4,1.6,1
10,10.545209851103886,2,2712,0,145,38.2,2.0,1
5,10.416610535350802,2,3968,0,145,47.9,2.0,1
8,10.043119051621321,1,6921,2,145,47.1,1.0,1
2,9.61547209118311,1,50062,2,30,57.6,1.2,5
0,9.392245175273795,1,31500,2,30,57.6,1.4,5
0,9.47231994707559,1,21807,2,30,57.6,1.4,5
4,10.2396025825095,2,7215,0,145,46.3,2.0,1
5,10.308619271743055,2,5397,0,145,50.4,2.0,1
2,10.059507911994038,1,4963,2,145,42.8,1.5,1
2,10.165659490817816,1,13688,2,200,40.4,2.0,3
2,9.851931065621725,2,19735,2,30,57.6,1.4,3
9,9.952039593118293,2,22175,2,145,47.9,1.4,3
3,10.085600754292345,2,13907,2,145,49.6,1.4,2
0,9.581559041355757,1,20106,2,145,67.3,1.0,2
10,10.34158118013602,2,7891,2,145,40.9,2.0,2
3,10.184522582266116,2,4836,0,145,48.7,2.0,1
4,10.441704582894031,1,4587,2,145,37.2,2.0,1
4,10.466839210553566,1,5721,2,145,37.2,2.0,1
11,10.828024193264135,2,4236,0,145,33.2,3.0,1
10,9.99857043378282,2,18188,0,200,47.1,2.0,5
4,9.740674462130217,1,41497,0,125,57.6,2.0,4
0,9.61547209118311,1,13961,2,30,58.9,1.4,4
5,10.341419850781794,2,10852,0,145,47.9,2.0,1
2,9.82498532438117,1,10059,2,145,43.5,1.5,1
2,9.82498532438117,1,5985,2,145,43.5,1.5,1
3,10.184522582266116,2,6214,2,145,38.7,2.0,1
16,11.002016504398489,2,5089,2,145,30.1,2.9,1
8,10.12643108384767,1,2756,2,145,42.2,1.0,1
5,10.291806501809322,2,4982,0,145,47.9,2.0,1
3,9.769670404801788,2,41505,0,20,67.3,2.0,4
9,9.952039593118293,2,26494,2,145,47.9,1.4,3
0,9.581559041355757,1,23655,2,30,55.4,1.4,3
16,10.98520797353402,2,3382,2,145,30.1,2.9,1
2,9.90323752128092,1,17789,2,145,54.3,1.5,2
5,10.423471114086885,2,5023,0,145,47.9,2.0,1
5,10.895609057404332,2,6238,0,145,37.7,3.0,1
4,10.332636634648445,2,4520,2,145,39.8,2.0,1
4,10.315497860680296,2,5210,2,145,39.8,2.0,1
4,10.204406628019905,2,3256,2,145,40.4,2.0,1
3,10.533694933322199,2,5201,0,145,44.1,2.0,1
11,10.819578264407616,2,28,0,145,33.6,3.0,1
0,9.433083843269053,1,25747,2,0,67.3,1.0,3
0,9.61547209118311,1,27000,2,145,55.4,1.4,3
10,10.106020149946213,2,51562,0,235,42.8,3.0,4
2,9.546455401949554,1,40030,0,0,83.1,1.6,4
5,9.877913301416697,2,43099,0,145,56.5,2.0,4
8,9.79784922051313,1,18842,2,145,55.4,1.0,3
3,9.90323752128092,2,31894,0,30,64.2,3.0,4
4,10.33292957002574,2,5712,0,145,51.4,2.0,1
4,9.851931065621725,2,38540,0,125,58.9,2.0,5
0,9.546455401949554,1,25552,2,30,56.5,1.4,3
6,9.825255704266555,2,72283,0,145,54.3,3.0,5
10,10.46296047312364,2,22809,0,235,42.2,3.0,4
2,9.90323752128092,1,16103,0,145,65.7,2.0,3
0,9.510074525452104,1,23745,2,30,57.6,1.4,4
25,9.740674462130217,1,29593,0,30,62.8,2.0,4
0,9.546455401949554,2,15300,2,125,53.3,1.4,6
9,10.165659490817816,2,9185,2,145,48.7,1.4,2
8,10.165659490817816,1,1592,2,145,39.2,1.5,1
0,9.305195902988862,1,45644,0,0,80.7,1.6,4
12,10.79947353106992,2,4488,0,145,33.6,3.0,1
10,10.43396873396056,2,29156,0,235,42.2,3.0,4
0,9.417191926513414,1,15837,2,30,58.9,1.4,5
9,9.680218993408767,1,15264,0,30,61.4,2.0,4
8,9.852088989450127,1,8211,0,150,49.6,1.6,2
8,9.99857043378282,1,10962,2,145,50.4,1.4,3
10,10.274878680310541,2,42187,0,235,42.8,3.0,4
0,9.680031452383618,1,8128,2,30,55.4,1.4,3
3,9.54574060563606,1,55697,0,20,70.6,2.0,4
9,9.546455401949554,1,35446,0,145,54.3,2.0,5
9,9.82547195555139,2,30366,0,160,50.4,2.0,4
10,10.22186855373718,2,32090,2,145,40.4,2.0,3
9,9.680218993408767,2,19300,2,145,47.9,1.4,5
3,9.546669741249485,1,37478,0,0,74.3,2.0,4
2,10.126551100650167,2,6266,2,145,38.2,2.0,1
0,9.546455401949554,1,8577,2,30,55.4,1.4,4
2,9.851931065621725,1,13147,0,145,67.3,1.6,2
5,10.043032079974024,2,24336,0,145,61.4,2.0,3
8,9.769670404801788,1,23813,2,145,55.4,1.0,2
8,9.99857043378282,2,17633,2,145,52.3,1.4,3
5,9.740674462130217,2,55220,0,30,64.2,2.0,5
10,10.043032079974024,2,47952,0,145,56.5,2.0,3
10,9.90323752128092,2,50500,0,235,44.1,3.0,6
0,9.648272670221848,1,31147,2,30,56.5,1.4,4
8,10.165774890967965,2,79,0,150,46.3,2.0,1
4,9.581903928408666,2,56875,0,150,53.3,2.0,5
4,9.851931065621725,1,37056,0,160,53.3,2.0,5
14,10.596509725282923,2,5431,2,145,34.0,2.5,2
0,9.546455401949554,1,31031,2,30,56.5,1.4,4
3,9.79784922051313,2,34906,0,160,49.6,3.0,5
3,9.99857043378282,2,14821,0,145,64.2,3.0,3
0,9.648272670221848,1,15307,2,30,55.4,1.4,4
3,9.90323752128092,2,23626,2,160,45.6,2.0,4
0,9.47231994707559,1,11892,2,0,67.3,1.0,4
0,9.47231994707559,1,42165,2,30,56.5,1.4,4
2,10.367064323701507,2,3036,2,145,34.5,2.0,1
3,10.596509725282923,2,2703,0,145,40.9,3.0,1
11,10.79947353106992,0,41032,0,300,39.2,4.0,4
2,9.975575628930383,1,8545,0,145,53.3,1.6,2
2,9.510296805303351,1,30287,2,20,60.1,1.4,4
2,9.615672137861335,1,1893,2,20,60.1,1.4,4
3,9.740850969058572,1,6896,2,145,52.3,1.4,3
25,9.648466262323895,1,34084,0,30,62.8,2.0,4
3,9.54574060563606,2,84222,0,20,68.9,2.0,3
2,9.248117736310213,1,68428,0,0,83.1,1.6,5
10,10.532096211958502,2,20283,2,150,34.0,3.0,2
3,9.350102314351341,1,56235,0,0,74.3,2.0,4
7,10.106428396532818,2,37492,0,205,47.1,3.0,3
10,9.975808214115753,2,66959,0,265,41.5,3.0,5
10,9.680344001221918,1,46622,0,205,47.9,2.0,6
5,9.392245175273795,2,40003,0,145,56.5,2.0,7
10,10.568749529606537,2,20300,2,145,34.0,3.0,2
4,10.10634676054763,2,50,2,145,40.4,2.0,1
8,9.90323752128092,1,23426,2,125,50.4,1.4,4
2,9.61547209118311,2,46465,2,30,54.3,1.4,5
10,10.308785980087194,2,14600,0,145,55.4,2.0,2
0,10.085600754292345,1,3232,2,145,50.4,1.0,1
0,9.680031452383618,1,16086,2,30,55.4,1.4,3
0,9.546455401949554,1,15981,2,145,57.6,1.4,3
6,10.571188711764599,2,6850,0,145,38.2,3.0,2
2,9.851931065621725,1,16668,0,145,70.6,1.6,3
6,10.491135318903403,2,13082,2,145,39.8,3.0,2
2,9.851931065621725,2,10522,2,145,43.5,1.5,1
2,9.90323752128092,1,12795,2,145,47.1,1.0,2
10,10.46296047312364,0,8250,0,145,38.2,2.0,2
8,10.085600754292345,0,5859,0,145,47.9,1.6,1
3,10.545209851103886,0,8235,0,145,44.1,2.0,1
9,10.491135318903403,1,5356,0,145,40.9,2.0,1
5,10.46296047312364,0,5565,0,145,47.9,2.0,1
3,9.710994440420677,1,13122,2,145,52.3,1.4,3
8,10.184711314926863,1,2940,2,145,39.2,1.5,1
10,9.99857043378282,2,26500,0,200,47.1,2.0,4
7,10.877952848461355,2,1100,0,145,40.4,3.0,0
10,10.34158118013602,2,24408,2,145,40.4,2.0,2
15,11.156179089908926,2,2200,2,145,28.8,2.9,0
6,10.858902839094332,2,500,0,145,38.7,3.0,0
3,9.99857043378282,2,47600,0,145,56.5,2.0,4
2,10.043032079974024,0,17252,2,145,56.5,1.5,2
4,9.900733764339506,2,49287,0,145,62.8,2.0,3
4,10.040855326828934,2,47446,0,145,62.8,2.0,3
4,10.042814617757227,2,14589,0,30,65.7,2.0,3
3,9.546455401949554,1,41279,0,0,74.3,2.0,4
11,11.018547172582839,0,3893,0,145,39.2,4.0,2
7,10.571188711764599,0,3338,0,145,50.4,3.0,3
10,10.668839108844997,0,4286,2,145,34.0,3.0,2
10,10.274878680310541,0,22913,0,145,56.5,2.0,2
10,10.518538047359652,2,4125,0,145,38.2,2.0,1
9,10.46296047312364,2,4000,2,145,31.7,2.0,1
10,10.55828364171215,2,5123,0,145,38.2,2.0,1
3,10.680401267941642,0,5000,0,145,40.9,3.0,1
4,10.46296047312364,0,6500,0,145,46.3,2.0,1
10,10.491135318903403,2,29832,2,145,34.0,3.0,3
8,9.975575628930383,1,11125,2,125,50.4,1.4,3
10,10.518538047359652,0,11565,0,145,38.2,2.0,1
2,10.043032079974024,0,10434,2,145,42.2,1.5,1
2,9.39182824802156,1,61332,0,20,68.9,2.0,4
0,9.349928386183237,1,22669,2,30,57.6,1.4,4
9,9.878067175189218,1,14419,0,145,52.3,2.0,4
0,9.277812087091196,1,37458,2,30,55.4,1.4,5
0,9.392495248213038,1,23015,2,20,60.1,1.4,6
5,10.021270588192511,2,26784,0,150,54.3,2.0,4
10,10.491135318903403,0,7256,0,145,38.2,2.0,1
25,9.79784922051313,1,24256,2,145,47.1,1.8,4
3,10.274878680310541,2,11047,0,145,56.5,2.0,2
3,10.043032079974024,2,19444,0,125,57.6,2.0,3
9,9.79784922051313,1,30123,2,125,51.4,1.4,3
3,10.165659490817816,1,7422,2,145,39.2,2.0,1
3,10.106224294072675,0,40688,2,160,42.8,2.0,4
9,10.571188711764599,2,5454,2,145,30.7,2.0,1
2,9.90323752128092,1,12785,2,145,42.8,1.5,1
5,10.668839108844997,0,7486,0,145,39.2,3.0,1
4,10.518538047359652,0,9256,0,145,45.6,2.0,1
3,10.308785980087194,0,13690,0,145,47.9,2.0,1
9,9.927936232938437,2,25125,0,160,50.4,2.0,4
10,10.46296047312364,0,6400,0,145,38.2,2.0,1
2,9.877913301416697,1,3265,2,145,47.1,1.0,1
9,10.043032079974024,2,17680,2,145,42.2,2.0,3
0,9.392245175273795,1,38502,2,30,57.6,1.4,4
0,9.47231994707559,1,36276,2,30,55.4,1.4,4
11,10.819678279409949,0,23437,0,300,39.2,4.0,3
10,10.165659490817816,2,20364,0,145,56.5,2.0,3
0,9.392245175273795,1,22606,2,30,57.6,1.4,4
3,10.308785980087194,2,100,2,150,39.2,2.0,0
15,10.877952848461355,2,8503,0,150,33.6,2.9,1
8,10.274878680310541,2,1296,2,150,34.5,2.0,1
4,9.740674462130217,1,26307,0,125,60.1,2.0,4
11,10.43396873396056,2,34685,0,200,47.9,3.0,4
4,9.851931065621725,1,34728,0,125,57.6,2.0,4
0,9.61547209118311,1,24427,2,145,55.4,1.4,3
0,9.47231994707559,1,16763,2,145,55.4,1.4,3
8,9.680031452383618,1,38484,2,145,55.4,1.0,3
11,10.877952848461355,2,16837,0,145,39.2,4.0,3
8,9.90323752128092,0,33523,0,145,58.9,2.0,3
3,9.758346166866458,1,6402,2,145,52.3,1.4,3
3,9.680218993408767,1,21944,2,125,49.6,2.0,4
25,9.710994440420677,1,19383,2,165,46.3,2.0,5
5,10.165774890967965,2,19118,0,145,47.9,2.0,1
9,10.571188711764599,2,4436,2,150,32.1,2.0,1
12,11.338512552244314,2,5978,0,150,30.7,4.0,1
0,9.90323752128092,1,2235,2,150,49.6,1.0,1
9,9.740674462130217,2,52496,0,160,50.4,2.0,4
5,9.817384853482716,0,52255,0,30,61.4,2.0,4
2,9.654384962051822,1,19686,0,145,68.9,1.6,2
11,9.433483923290392,2,26705,0,200,47.9,3.0,4
0,9.433483923290392,1,26705,2,30,58.9,1.4,4
0,9.433483923290392,1,18120,2,145,57.7,1.4,2
9,9.798127036878302,2,11966,2,145,47.9,1.4,4
2,9.581903928408666,1,34728,2,30,57.6,1.4,4
2,9.740674462130217,2,30547,0,145,70.6,1.6,2
2,9.532061486651386,1,72406,0,20,68.9,2.0,5
5,9.90323752128092,2,52822,0,145,64.2,2.0,3
5,9.85166780380633,2,70228,0,145,54.3,3.0,5
2,9.667448713236185,1,21637,0,20,67.3,2.0,3
9,9.441055188786711,1,52006,0,145,54.3,2.0,6
9,9.927936232938437,2,28994,0,160,50.4,2.0,4
5,10.545209851103886,1,30,0,145,39.2,3.0,2
10,10.491135318903403,0,7093,0,145,38.2,2.0,1
8,10.477147120473486,2,1934,2,145,32.5,2.0,0
3,10.274878680310541,2,4708,0,145,49.6,2.0,1
9,10.571188711764599,0,4304,0,145,37.7,2.0,1
8,9.877913301416697,1,9256,2,145,52.3,1.4,3
9,10.239781201782993,0,11403,2,145,38.2,1.5,2
0,10.085600754292345,2,1952,2,145,44.1,1.0,1
5,10.645305842559727,2,8060,0,145,37.7,3.0,1
5,10.364071959865372,2,7415,0,145,47.9,2.0,2
7,10.645424897265505,0,9756,2,145,37.7,3.0,2
4,10.419300717813158,0,9102,0,145,51.4,3.0,2
10,10.341742483467284,0,6002,0,145,38.2,2.0,2
11,10.714417768752456,0,6591,0,145,33.2,3.0,2
8,10.021048341275273,1,1000,0,145,49.6,1.6,1
2,9.99857043378282,0,5450,2,145,44.8,1.5,1
8,10.302565640319441,0,1000,0,145,46.3,2.0,1
4,10.37333491957356,0,1000,2,145,40.4,2.0,1
3,9.798127036878302,1,23596,2,145,48.7,2.0,4
11,10.924138299734526,0,11719,0,145,39.2,4.0,2
10,10.357742824813725,0,3185,0,145,39.2,2.0,1
10,10.34158118013602,0,8744,0,145,39.2,2.0,1
5,10.381273322223919,0,238,0,145,47.9,2.0,1
4,10.363914218718266,0,4693,0,145,47.1,2.0,1
9,9.852194258148577,1,28186,0,145,52.3,2.0,4
9,9.740674462130217,2,37000,0,145,54.3,2.0,4
0,9.595262578853017,1,13555,2,30,55.4,1.4,3
10,10.357584082056029,2,31031,0,235,42.2,3.0,4
9,9.763938087586043,1,34500,0,160,49.6,2.0,4
10,10.43396873396056,2,6412,0,145,39.2,2.0,1
2,9.769956159911606,1,14500,2,20,60.1,1.4,3
0,9.349667437197281,1,24857,0,0,76.3,1.6,3
5,10.388810735889695,0,2394,0,145,50.4,2.0,1
10,10.496869644906498,0,1000,0,145,39.2,2.0,1
10,10.529292284625768,0,1000,0,145,38.2,2.0,1
5,10.341742483467284,0,1000,0,145,50.4,2.0,1
7,10.51867319162636,0,10296,0,145,50.4,3.0,2
2,9.903487552536127,0,6629,2,145,42.2,1.5,2
3,10.184711314926863,1,6768,0,145,74.3,2.0,1
3,10.085600754292345,0,5363,2,145,39.8,2.0,1
6,10.657259354912508,0,4288,0,145,38.2,3.0,1
2,8.974364841846596,2,88130,0,30,64.2,2.0,6
11,10.819778284410283,0,17927,0,145,39.2,4.0,3
4,10.275051108968611,2,6452,2,145,40.4,2.0,1
6,10.633328217032549,0,6112,0,145,38.7,3.0,1
3,10.165659490817816,2,7447,0,145,47.9,2.0,1
10,10.491135318903403,0,4326,0,145,38.2,2.0,1
11,10.819678279409949,0,5558,0,145,33.6,3.0,1
5,10.357742824813725,0,2408,0,145,50.4,2.0,1
8,10.085600754292345,1,4430,2,145,40.9,1.5,1
8,10.059379572493102,1,1000,0,145,49.6,1.6,1
0,9.349667437197281,1,8000,2,0,67.3,1.0,4
3,9.90323752128092,2,29885,0,30,65.7,2.0,3
2,9.781037392779563,1,14160,0,145,68.9,1.6,3
4,10.239781201782993,2,21480,0,145,48.7,2.0,1
5,10.736396675471232,0,6606,0,145,36.2,3.0,1
9,10.085725772524334,2,12147,2,145,40.4,2.0,3
2,9.457044187699406,1,29998,2,20,61.4,1.4,3
9,9.781206917827296,2,22168,2,145,47.9,1.4,4
0,9.30546871706776,1,24242,2,0,67.3,1.0,4
2,9.888272386729648,2,18389,2,145,57.7,1.5,3
5,9.758346166866458,1,31759,0,30,61.4,2.0,4
3,10.126551100650167,2,12853,2,145,38.2,2.0,1
3,10.126551100650167,2,13009,2,145,38.2,2.0,1
8,10.165774890967965,2,17,0,145,46.3,2.0,1
4,9.615672137861335,1,32125,0,125,57.6,2.0,5
25,9.680218993408767,1,17416,0,20,67.3,2.0,5
4,9.878067175189218,2,27049,0,145,67.3,2.0,3
9,9.388486557359657,1,81877,0,160,49.6,2.0,6
9,9.740850969058572,1,27692,2,145,49.6,1.4,4
5,9.740674462130217,2,45000,0,30,64.2,2.0,5
8,10.025262609462049,2,6672,0,145,57.7,2.0,2
8,9.928082599391509,1,10005,2,145,50.4,1.4,2
3,9.852088989450127,1,2069,2,145,41.5,2.0,1
4,10.165774890967965,2,24608,2,145,39.8,2.0,1
2,9.710812583662682,1,36031,2,30,60.1,1.4,3
0,9.546669741249485,1,28752,2,150,58.9,1.4,3
0,9.047586120674756,1,58601,2,125,52.3,1.4,6
2,9.903387547535795,1,21113,2,145,55.4,1.5,3
9,9.546669741249485,1,66047,0,145,55.4,2.0,5
5,9.76984186766621,2,24405,0,20,64.2,2.0,4
5,9.61547209118311,1,43193,0,30,65.7,2.0,5
8,9.711115659888671,1,22379,2,125,52.3,1.4,3
5,9.825417897114205,2,36223,0,235,44.8,3.0,6
25,9.615672137861335,1,39293,0,30,62.8,2.0,4
7,10.419241014538416,2,13512,0,145,50.4,3.0,2
0,9.179674957665297,1,61194,2,0,67.3,1.0,5
3,9.605687801896062,1,58670,0,0,74.3,2.0,3
0,9.305104948420606,1,36951,2,0,67.3,1.0,4
2,9.230339058482873,1,34250,2,30,55.4,1.4,6
3,9.648272670221848,1,32811,0,0,74.3,2.0,4
5,10.029899914890565,2,31842,0,125,58.9,2.0,3
0,9.36691667901828,1,22373,2,30,55.4,1.4,4
9,9.769670404801788,1,34617,0,30,60.1,2.0,3
9,9.581559041355757,1,48065,0,145,55.4,2.0,5
3,9.786672797944293,2,26752,0,145,64.2,2.0,3
8,9.836011387411213,1,12300,2,145,52.3,1.4,2
5,9.903487552536127,2,24000,0,30,61.4,2.0,4
25,9.546669741249485,1,61410,0,30,62.8,2.0,5
5,9.76984186766621,2,57290,0,30,61.4,2.0,5
8,9.710812583662682,1,18045,2,145,55.4,1.0,3
2,9.648466262323895,2,13542,0,20,72.4,1.6,3
10,10.308885991755306,2,38678,0,235,42.2,3.0,4
4,9.975715186533009,2,19608,0,145,62.8,2.0,3
9,10.29873396044996,0,8849,0,145,47.1,2.0,1
0,9.305195902988862,1,13854,2,30,55.4,1.4,5
0,9.258654232254733,1,37131,2,0,67.3,1.0,3
5,9.615672137861335,2,60484,0,30,64.2,2.0,6
4,9.740850969058572,2,71253,0,160,49.6,3.0,5
9,9.852088989450127,2,32968,0,160,50.4,2.0,4
2,9.36717316600297,1,53372,2,20,60.1,1.4,5
3,9.608982254736222,1,24222,2,145,53.3,1.4,3
3,9.449199779730396,1,36081,0,145,55.4,2.0,5
9,10.10634676054763,2,11487,2,145,42.2,2.0,2
9,9.392495248213038,2,52765,0,200,47.9,2.0,7
0,9.920836190870741,1,2065,2,145,46.3,1.5,1
8,9.795345393916424,1,8026,2,145,47.1,1.0,2
2,9.814656338829513,1,31500,2,145,55.4,1.5,2
8,10.369985042452576,2,3481,2,150,33.2,2.0,1
3,9.814000386034591,2,31348,2,150,51.4,1.4,2
3,9.648466262323895,1,27370,0,30,64.2,2.0,4
3,10.021270588192511,2,15175,0,145,61.4,2.0,3
8,10.042727619627632,2,11347,2,150,52.3,1.4,2
9,9.887764592070893,1,24387,2,150,49.6,1.4,3
0,9.52427481557203,1,26165,2,30,55.4,1.4,4
9,10.042727619627632,2,14950,2,150,42.2,2.0,3
5,9.710509415553645,1,44316,0,30,64.2,2.0,4
2,9.824877151954217,2,35329,2,150,47.9,2.0,3
6,10.184900011974314,2,34201,0,145,52.3,3.0,3
2,9.429475901892854,1,21429,0,20,68.9,2.0,5
2,9.471935109664646,1,35694,2,20,60.1,1.0,4
9,9.740850969058572,2,40858,0,160,50.4,2.0,5
3,9.546669741249485,1,19285,2,125,53.3,1.4,4
4,9.76984186766621,2,35903,0,145,56.5,2.0,5
9,9.76984186766621,2,40256,0,160,50.4,2.0,5
2,9.90323752128092,1,7307,0,145,51.4,1.6,1
8,10.043032079974024,0,2402,0,145,47.9,1.6,1
9,10.308785980087194,0,4384,2,145,38.2,1.5,1
8,10.2574839122691,0,1442,2,145,40.9,1.5,1
9,10.34158118013602,1,4173,0,145,40.9,2.0,1
2,10.43396873396056,2,3243,2,145,34.5,2.0,1
8,10.2574839122691,0,3381,2,145,40.9,1.5,1
2,10.064542911536916,0,7378,0,145,52.3,1.6,1
0,10.106224294072675,2,4634,2,145,40.9,2.0,1
9,10.46296047312364,0,7126,2,145,32.1,2.0,1
0,9.951801412814678,1,556,2,145,47.9,1.0,0
8,9.895959286115337,2,9547,2,145,54.3,1.4,3
9,10.417627677269948,2,1904,2,145,31.4,2.0,0
9,10.338123037944072,2,525,2,145,40.9,1.5,0
2,10.373178632943564,2,2165,1,135,141.3,1.4,0
0,9.946930110378965,1,1500,2,145,47.9,1.0,0
0,9.975342989636555,1,1565,2,145,47.9,1.0,1
3,9.506734385029985,1,59512,0,145,74.3,2.0,3
2,9.97524991876302,1,6350,0,145,54.3,2.0,1
2,9.965898812657525,1,4538,0,145,51.4,1.6,1
2,9.965898812657525,1,6238,0,145,51.4,1.6,1
2,10.038368034729945,2,6018,2,145,40.9,2.0,1
8,10.271181562957294,2,4201,2,145,33.2,2.0,1
2,9.993693820422276,1,5150,0,145,52.3,1.6,1
0,9.304559047215164,1,40468,2,30,55.4,1.4,4
10,10.568440998725292,2,1986,0,145,38.2,2.0,0
8,10.104140066014805,1,4265,2,145,43.5,1.5,0
9,10.59383080576334,2,1765,2,145,31.0,2.0,0
8,10.404262840448617,2,820,2,145,32.5,2.0,0
9,10.417627677269948,2,4846,2,145,31.4,2.0,0
9,10.417627677269948,2,475,2,145,31.4,2.0,0
9,10.417627677269948,2,425,2,145,31.4,2.0,0
5,10.51867319162636,2,2271,2,145,34.0,2.0,1
8,10.144235237798695,2,4917,2,145,40.9,1.5,1
8,10.203406942652387,2,6070,2,145,40.9,1.5,1
8,10.085600754292345,0,7945,0,145,47.9,1.6,1
3,9.81454704323948,1,20637,0,30,67.3,2.0,3
3,9.432683603119623,1,38041,0,30,64.2,2.0,5
4,9.704426671737876,2,28555,0,125,58.9,2.0,4
8,10.122141038577473,1,3897,2,145,39.2,1.5,1
2,9.973479924356162,0,5793,0,145,52.3,1.6,1
9,9.85166780380633,2,30821,2,200,42.8,2.0,3
9,9.673319386284954,1,52034,0,145,52.3,2.0,4
2,9.937309101011639,2,9135,2,145,56.5,1.5,2
11,10.48815825675999,0,21728,0,145,47.9,3.0,3
8,10.2574839122691,2,2145,0,145,46.3,2.0,1
7,10.571188711764599,2,6479,0,145,50.4,3.0,3
2,10.46296047312364,2,1054,2,145,34.5,2.0,1
3,10.34158118013602,0,4598,2,145,38.2,2.0,1
0,10.064542911536916,1,1041,2,145,45.6,1.5,1
0,9.680031452383618,0,21595,2,145,58.9,1.4,3
8,9.90323752128092,1,9005,2,145,50.4,1.4,2
9,10.621205387030278,0,9029,2,145,31.4,2.0,1
8,9.849559210510572,2,25915,0,145,65.7,1.6,3
9,9.907877900837422,1,15454,2,145,49.6,1.4,3
7,10.165851817003619,2,25691,0,200,47.9,3.0,4
14,10.30521234102857,2,29920,2,300,34.9,2.5,4
0,9.9281801651265,2,5676,2,145,47.1,1.0,1
10,10.515641573886542,2,3263,0,145,38.2,2.0,1
2,9.797460147890598,2,24406,2,125,48.7,2.0,4
10,10.463046195981693,2,44,2,145,32.1,2.0,1
5,9.984975369382395,2,41109,0,200,45.6,3.0,5
9,10.326890805775305,2,13433,2,145,31.7,2.0,1
3,10.188215265161473,2,5130,2,145,38.7,2.0,1
9,10.197872113047582,1,2362,0,145,42.8,2.0,1
7,9.903387547535795,2,42565,0,200,47.9,3.0,5
3,9.595466709088816,1,19637,2,145,53.3,1.4,3
25,9.76984186766621,1,20674,2,160,46.3,2.0,4
5,9.825417897114205,2,22540,0,30,64.2,2.0,5
9,9.710994440420677,1,14146,0,125,60.1,2.0,5
0,9.510296805303351,1,21160,2,30,55.4,1.4,4
8,9.928082599391509,2,7779,0,150,47.9,1.6,1
0,9.209840246934501,1,19603,0,0,80.7,1.6,5
0,9.47231994707559,1,27275,2,30,55.4,1.4,5
2,9.897871813750493,0,8274,2,145,45.6,1.0,1
4,10.032320424379096,0,36399,0,125,60.1,3.0,4
10,10.20322170601205,2,46401,0,235,42.8,3.0,4
8,9.947025854550612,1,11088,2,145,50.4,1.4,2
5,9.902987427494446,0,32276,0,145,61.4,2.0,3
9,9.927594627879362,1,25576,0,145,54.3,2.0,3
2,9.927594627879362,1,13069,2,145,54.3,1.5,2
5,9.648466262323895,2,57123,0,20,67.3,2.0,5
2,9.349928386183237,1,47205,2,20,60.1,1.0,4
3,9.60911649193355,1,20995,0,30,64.2,2.0,5
2,9.70503661381229,1,24102,2,30,60.1,1.4,4
3,9.510296805303351,1,37251,2,145,51.4,1.4,4
0,9.36717316600297,1,11578,2,0,67.3,1.0,4
4,10.04316253460861,2,15114,0,145,62.8,2.0,3
3,9.798015919593894,1,20083,0,145,68.9,2.0,3
2,9.24936875894366,1,60076,0,20,68.9,2.0,7
3,9.648466262323895,1,42783,0,30,64.2,2.0,4
0,9.457044187699406,1,30334,2,30,55.4,1.4,4
9,9.798015919593894,1,22541,0,145,52.3,2.0,4
25,9.740850969058572,1,18263,0,30,62.8,2.0,4
3,9.710994440420677,1,37488,0,30,64.2,2.0,4
11,9.928082599391509,2,43209,0,300,38.2,3.0,6
3,9.641798060358601,2,45619,0,20,67.3,2.0,4
4,9.952039593118293,1,12313,0,30,64.2,2.0,3
10,9.878067175189218,2,50961,0,205,47.1,2.0,4
0,9.36717316600297,1,24001,2,30,55.4,1.4,4
2,9.680218993408767,2,24519,0,150,70.6,1.6,3
5,9.900483043515829,0,33856,0,145,56.5,2.0,3
3,9.510296805303351,1,29333,2,145,51.4,1.4,4
0,9.210140351973516,2,47565,2,125,53.3,1.4,7
10,10.491135318903403,2,4770,0,145,38.2,2.0,1
9,10.504985344411832,0,1000,0,145,47.1,2.0,1
5,10.33734573514551,2,1000,0,145,47.9,2.0,1
9,9.581765987860823,1,53124,0,145,55.4,2.0,5
8,9.928082599391509,2,5662,0,145,47.9,1.6,1
9,9.710994440420677,2,33845,2,145,47.9,1.4,5
9,9.648466262323895,2,39876,2,200,42.8,2.0,5
0,9.210140351973516,1,49565,2,30,55.4,1.4,5
0,9.37568530456302,1,13501,2,0,67.3,1.0,4
3,10.011803696019587,1,5654,2,145,39.2,2.0,1
5,10.126631103850338,2,22350,0,145,54.3,2.0,3
4,10.274706221915702,2,3065,2,145,39.8,2.0,1
3,9.615672137861335,1,30498,0,0,74.3,2.0,4
